,종합점수,주행,가격,거주성,품질,디자인,연비_y,복합연비,연료,연도,차급,브랜드,CO₂ 배출량
1099,9.2,9.6,9.5,8.5,10.0,9.5,7.9,12.7,가솔린,2018,경차,렉서스,132g/km
1100,8.6,9.0,8.1,8.8,8.4,9.7,7.8,13.2,가솔린,2020,경차,기아,121~127g/km
1101,9.2,9.9,8.8,9.3,8.4,9.6,9.5,,전기,2017,대형/프리미엄,테슬라,
1102,9.3,9.7,9.0,8.8,9.7,9.8,8.8,11.2,가솔린,2024,경차,BMW,150g/km
1103,8.6,9.3,7.8,9.2,9.0,9.7,6.7,9.7,가솔린,2021,경차,제네시스,175g/km
1106,8.5,8.8,8.8,9.0,8.7,8.1,7.9,11.6,가솔린,2017,경차,현대,136~143g/km
1107,9.0,9.8,8.2,8.6,9.4,9.9,7.9,10.0,디젤,2021,경차,BMW,194g/km
1108,8.6,9.3,8.2,8.9,9.1,9.5,6.7,9.3,디젤,2024,경차,기아,211~212g/km
1110,8.7,8.8,8.5,8.6,8.5,9.0,8.5,16.8,가솔린,2014,경차,기아,100g/km
1112,9.1,9.8,8.5,8.6,9.4,9.7,8.7,11.2,가솔린,2024,경차,BMW,149g/km
1113,8.9,9.6,8.2,8.1,8.9,9.7,8.6,13.0,디젤,2019,경차,메르세데스-벤츠,146g/km
1114,8.7,8.8,9.2,8.5,8.5,8.5,8.8,12.6,가솔린,2018,경차,기아,121~132g/km
1115,9.0,9.6,9.1,9.4,9.5,8.5,7.8,11.2,디젤,2015,경차,현대,180g/km
1116,8.7,9.9,8.9,8.6,9.8,9.9,5.4,7.1,가솔린,2021,경차,BMW,247g/km
1117,8.7,8.9,8.2,9.2,8.6,9.5,7.9,12.0,가솔린,2021,경차,현대,133~139g/km
1118,7.7,8.4,7.9,7.8,7.8,8.2,6.3,,디젤,2018,경차,현대,
1119,8.4,8.8,8.5,8.9,8.4,8.9,7.2,10.9,디젤,2018,경차,기아,180g/km
1120,8.5,9.6,7.7,7.9,8.7,9.5,7.7,13.6,디젤,2021,경차,BMW,140g/km
1122,8.1,7.9,8.6,8.0,8.0,8.0,8.2,15.0,가솔린,2017,경차,르노코리아,114g/km
1123,9.3,9.7,9.0,8.8,9.7,9.8,8.8,11.2,가솔린,2023,경차,BMW,150g/km
1124,8.9,9.6,8.2,8.1,8.9,9.7,8.6,9.5,가솔린,2019,경차,메르세데스-벤츠,
1125,7.5,9.0,7.7,7.7,8.2,7.6,7.0,3.1,전기,2020,대형/프리미엄,현대,
1127,8.6,9.7,9.7,9.3,9.3,10.0,3.3,6.9,가솔린,2015,경차,BMW,260g/km
1129,8.3,9.6,7.9,7.8,9.1,9.4,6.2,10.2,가솔린,2022,경차,제네시스,166g/km
1130,8.5,9.3,7.7,7.7,8.9,9.4,8.2,13.0,가솔린,2019,경차,현대,127g/km
1133,9.2,9.8,7.8,9.5,9.5,9.5,9.3,5.1,전기,2022,대형/프리미엄,제네시스,
1134,8.5,9.7,8.7,8.5,8.4,9.8,6.0,10.8,가솔린,2022,경차,기아,151~156g/km
1137,8.9,9.4,8.8,9.4,9.2,9.4,6.9,8.4,가솔린,2014,경차,현대,214g/km
1139,8.8,9.6,7.9,9.4,9.6,9.1,7.3,8.0,가솔린,2017,경차,렉서스,226g/km
1141,7.1,8.8,7.4,7.2,7.7,7.5,6.0,8.8,디젤,2022,경차,기아,204~221g/km
1143,9.2,9.5,9.1,9.3,9.0,9.7,8.6,11.5,가솔린,2020,경차,메르세데스-벤츠,150g/km
1149,7.3,8.1,7.6,7.2,7.3,7.6,6.1,8.8,디젤,2022,경차,기아,204~221g/km
1150,8.8,9.4,8.1,9.3,9.0,9.7,7.2,10.8,가솔린,2023,경차,제네시스,157g/km
1152,9.0,9.5,7.6,9.3,9.3,9.6,8.5,12.2,가솔린,2024,경차,현대,128~137g/km
1154,8.0,8.2,9.0,8.1,8.0,7.9,6.9,11.3,가솔린,2017,경차,르노코리아,149g/km
1156,8.8,8.9,8.4,8.1,8.9,9.0,9.5,17.4,가솔린,2020,경차,현대,82~92g/km
1157,8.9,9.3,8.2,9.2,9.5,9.5,7.5,14.9,가솔린,2018,경차,렉서스,108g/km
1160,8.7,9.0,8.0,9.0,8.8,9.1,8.6,10.4,가솔린,2018,경차,현대,158~163g/km
1162,8.4,8.8,8.7,8.8,8.3,8.8,6.8,11.3,가솔린,2015,경차,기아,155g/km
1164,8.8,8.9,8.7,8.6,8.9,7.9,9.7,19.5,가솔린,2019,경차,기아,79g/km
1165,8.7,8.8,9.1,8.2,8.5,8.9,8.9,16.7,디젤,2017,경차,기아,109~111g/km
1167,9.1,9.1,8.5,9.1,9.7,9.4,8.8,9.5,가솔린,2015,경차,렉서스,186g/km
1168,8.7,9.1,8.7,9.3,8.8,8.8,7.3,11.1,가솔린,2020,경차,현대,142~153g/km
1169,9.2,9.4,8.5,9.5,9.5,9.2,8.9,12.8,가솔린,2016,경차,렉서스,129g/km
1172,8.6,9.3,8.3,9.1,8.7,8.6,7.5,13.6,디젤,2020,경차,현대,134~139g/km
1176,8.2,9.7,6.8,8.3,10.0,9.7,4.5,8.0,가솔린,2014,경차,렉서스,222g/km
1177,8.1,8.3,8.6,8.0,8.0,8.3,7.5,12.5,가솔린,2014,경차,기아,139g/km
1179,8.8,9.2,8.1,9.0,8.7,8.1,9.5,19.1,가솔린,2023,경차,현대,79~83g/km
1180,8.6,8.8,8.5,9.0,8.6,8.3,8.3,13.2,가솔린,2021,경차,현대,120~126g/km
1182,9.2,9.8,8.2,9.2,9.6,9.7,8.5,10.7,디젤,2023,경차,BMW,181g/km
1184,9.1,9.8,7.7,9.4,9.4,9.6,8.7,5.5,전기,2023,대형/프리미엄,현대,
1185,8.8,9.4,8.5,7.5,9.0,9.7,8.4,16.5,디젤,2014,경차,BMW,117g/km
1187,9.4,9.5,9.2,9.6,9.8,8.9,9.4,14.9,가솔린,2018,경차,렉서스,108g/km
1188,8.3,9.6,7.9,7.8,9.1,9.4,6.2,10.7,가솔린,2021,경차,제네시스,158g/km
1189,9.1,9.3,9.0,9.0,9.1,9.6,8.9,14.1,가솔린,2024,경차,기아,108~117g/km
1190,8.6,9.3,7.8,9.2,9.0,9.7,6.7,9.7,가솔린,2022,경차,제네시스,175g/km
1191,9.5,9.6,8.9,9.6,9.7,9.6,9.8,17.0,가솔린,2019,경차,렉서스,93g/km
1192,8.9,9.6,8.2,8.1,8.9,9.7,8.6,9.2,가솔린,2022,경차,메르세데스-벤츠,189g/km
1193,8.5,9.0,7.0,7.9,8.7,9.3,9.2,17.0,가솔린,2023,경차,르노코리아,91~93g/km
1194,9.4,9.9,9.1,9.3,9.8,9.8,9.7,4.1,전기,2024,대형/프리미엄,메르세데스-벤츠,
1195,8.9,9.4,8.4,8.4,9.2,9.8,8.1,9.9,가솔린,2022,경차,BMW,172g/km
1196,7.7,8.4,7.9,7.8,7.8,8.2,6.3,9.7,디젤,2018,경차,현대,177~203g/km
1200,8.3,9.1,8.8,8.1,8.1,8.8,6.7,12.8,가솔린,2014,경차,기아,135g/km
1201,9.2,9.6,9.5,8.5,10.0,9.5,7.9,10.1,가솔린,2016,경차,렉서스,170g/km
1202,9.1,9.1,8.5,9.1,9.7,9.4,8.8,12.6,가솔린,2015,경차,렉서스,136g/km
1204,8.6,9.0,8.8,8.4,8.5,9.0,7.9,13.8,디젤,2014,경차,기아,136~143g/km
1205,9.1,9.1,8.5,9.1,9.7,9.4,8.8,9.3,가솔린,2017,경차,렉서스,186g/km
1207,8.8,10.0,9.1,9.4,10.0,9.9,4.4,7.6,가솔린,2014,경차,BMW,238g/km
1208,9.1,9.8,8.3,9.3,9.7,9.3,7.9,3.2,전기,2020,대형/프리미엄,메르세데스-벤츠,
1209,9.0,9.3,8.9,9.5,9.1,9.4,8.0,11.4,가솔린,2023,경차,기아,140~148g/km
1210,8.9,9.4,8.7,7.7,8.5,10.0,9.4,12.7,전기,2019,경차,BMW,55g/km
1214,8.8,8.9,8.9,8.5,8.5,9.1,9.0,12.2,가솔린,2019,경차,기아,138g/km
1215,7.8,7.8,7.7,7.3,7.4,9.3,7.4,12.0,가솔린,2016,경차,르노코리아,137~141g/km
1216,9.2,9.9,8.8,9.3,8.4,9.6,9.5,4.3,전기,2019,대형/프리미엄,테슬라,
1217,8.9,9.3,8.2,9.2,9.5,9.5,7.5,7.9,가솔린,2021,경차,렉서스,220g/km
1218,8.1,8.3,8.6,8.0,8.0,8.3,7.5,16.2,디젤,2015,경차,기아,120g/km
1219,8.9,9.6,8.2,8.1,8.9,9.7,8.6,9.8,가솔린,2021,경차,메르세데스-벤츠,
1220,9.1,9.1,8.5,9.1,9.7,9.4,8.8,12.6,가솔린,2017,경차,렉서스,136g/km
1221,8.7,9.1,8.7,9.1,8.8,9.1,7.3,11.0,가솔린,2017,경차,현대,150~153g/km
1222,9.3,9.7,8.2,8.6,9.8,9.7,9.7,16.7,가솔린,2021,경차,렉서스,93g/km
1223,8.9,9.8,8.5,8.8,9.6,9.8,6.5,5.6,전기,2020,대형/프리미엄,BMW,
1224,8.5,9.6,7.7,7.9,8.7,9.5,7.7,13.6,디젤,2020,경차,BMW,140g/km
1225,8.6,8.8,8.7,8.8,8.5,9.0,8.1,12.0,가솔린,2016,경차,기아,138~145g/km
1227,8.6,9.7,9.7,9.3,9.3,10.0,3.3,6.2,가솔린,2014,경차,BMW,293g/km
1228,7.5,8.3,7.6,7.3,7.6,7.5,6.6,8.9,디젤,2017,경차,현대,202~220g/km
1232,9.3,9.8,7.9,9.7,9.6,9.0,9.7,4.0,전기,2022,대형/프리미엄,메르세데스-벤츠,
1233,8.7,9.9,8.0,8.8,9.4,9.4,7.0,8.3,가솔린,2022,경차,BMW,206g/km
1236,8.2,8.9,7.6,8.7,8.2,8.8,6.9,11.3,디젤,2023,경차,현대,156~172g/km
1237,8.2,9.8,8.1,8.8,8.7,9.8,4.3,7.7,가솔린,2022,경차,BMW,224g/km
1238,8.5,9.1,8.3,7.9,8.5,8.9,8.4,12.6,가솔린,2020,경차,현대,128~131g/km
1239,8.9,9.7,7.7,8.9,8.9,9.6,9.2,3.9,전기,2023,대형/프리미엄,기아,
1240,8.6,8.8,8.7,8.8,8.5,9.0,8.1,10.4,가솔린,2017,경차,기아,163g/km
1241,8.7,9.4,9.0,9.5,9.2,8.5,6.6,9.4,가솔린,2015,경차,기아,186~190g/km
1242,8.5,9.6,7.7,7.9,8.7,9.5,7.7,13.6,디젤,2019,경차,BMW,140g/km
1243,9.0,9.1,9.2,8.7,8.6,9.4,9.0,13.3,가솔린,2022,경차,현대,121~125g/km
1244,9.0,9.5,7.6,9.3,9.3,9.6,8.5,12.2,가솔린,2023,경차,현대,128~137g/km
1246,8.8,9.6,8.9,8.2,9.0,9.6,7.8,9.4,가솔린,2015,경차,BMW,189g/km
1247,8.1,7.9,8.6,8.0,8.0,8.0,8.2,15.0,가솔린,2016,경차,르노코리아,114g/km
1248,8.7,9.3,7.8,8.6,8.9,9.6,8.2,9.7,가솔린,2020,경차,메르세데스-벤츠,179g/km
1252,9.3,9.7,9.0,8.8,9.7,9.8,8.8,11.2,가솔린,2022,경차,BMW,150g/km
1253,9.0,10.0,10.0,8.0,8.0,10.0,8.0,7.3,가솔린,2024,경차,BMW,237g/km
1254,8.6,9.5,7.9,9.1,9.2,9.8,6.2,13.6,디젤,2024,경차,제네시스,140g/km
1256,9.2,9.3,8.8,9.4,9.1,9.3,9.6,16.2,가솔린,2017,경차,기아,97g/km
1259,8.4,9.6,8.0,8.1,9.1,9.0,6.9,8.1,가솔린,2024,경차,BMW,213g/km
1260,8.4,9.0,7.1,8.6,8.5,9.6,7.5,13.8,가솔린,2023,경차,현대,115~119g/km
1261,8.7,8.5,9.4,8.7,8.5,9.2,7.9,14.2,디젤,2020,경차,르노코리아,132~134g/km
1263,8.5,8.9,8.0,9.4,9.1,8.6,7.0,,디젤,2016,경차,메르세데스-벤츠,185g/km
1264,8.9,9.4,8.8,9.4,9.2,9.4,6.9,8.9,가솔린,2015,경차,현대,201g/km
1265,8.6,9.2,8.5,7.8,8.7,9.7,8.1,10.6,가솔린,2017,경차,메르세데스-벤츠,
1266,8.0,8.5,8.2,8.2,8.0,8.2,6.9,9.2,디젤,2015,경차,현대,222g/km
1268,8.2,9.7,6.8,8.3,10.0,9.7,4.5,7.9,가솔린,2019,경차,렉서스,222g/km
1269,8.8,9.4,8.1,9.3,9.0,9.7,7.2,14.6,디젤,2022,경차,제네시스,130g/km
1271,8.8,9.5,8.1,9.5,9.2,9.7,6.6,10.6,가솔린,2024,경차,제네시스,159g/km
1273,9.2,9.6,8.1,9.5,9.3,9.8,8.8,10.5,디젤,2023,경차,메르세데스-벤츠,184g/km
1274,9.2,9.8,8.9,8.8,9.5,9.6,9.0,13.9,디젤,2017,경차,BMW,135~136g/km
1275,8.8,9.1,8.2,9.0,8.9,8.8,8.5,11.6,가솔린,2014,경차,현대,151g/km
1279,7.9,9.0,8.0,7.0,9.0,7.5,7.0,12.6,가솔린,2016,경차,기아,138g/km
1280,8.5,9.4,7.9,9.0,8.9,9.1,6.5,8.8,가솔린,2020,경차,제네시스,196g/km
1281,8.4,8.2,8.9,8.2,8.0,9.2,7.8,12.5,디젤,2018,경차,르노코리아,148~153g/km
1282,8.8,9.5,8.6,9.4,9.3,9.4,6.7,8.5,가솔린,2016,경차,제네시스,203g/km
1283,9.5,9.7,8.5,9.7,9.8,9.8,9.3,10.0,전기,2023,경차,BMW,42g/km
1284,8.7,9.2,8.4,9.2,8.6,9.3,7.6,12.6,디젤,2022,경차,기아,153g/km
1286,8.5,9.4,8.2,7.9,8.6,8.8,7.9,12.7,가솔린,2022,경차,현대,119~131g/km
1289,8.5,9.5,7.7,9.2,8.9,9.6,6.2,13.2,디젤,2024,경차,기아,132~144g/km
1291,8.9,9.7,7.9,8.2,9.3,9.9,8.6,12.8,디젤,2016,경차,BMW,156g/km
1297,8.3,9.0,9.0,8.6,8.5,8.4,6.4,5.0,전기,2014,대형/프리미엄,기아,
1300,8.6,8.9,8.9,8.7,8.7,8.5,7.8,15.3,디젤,2019,경차,기아,114~122g/km
1301,8.9,9.5,7.0,9.0,10.0,10.0,8.0,10.8,가솔린,2024,경차,BMW,156g/km
1302,8.7,8.9,8.9,9.0,8.6,8.9,7.9,12.0,가솔린,2016,경차,현대,138~145g/km
1303,9.2,9.6,8.1,9.5,9.3,9.8,8.8,11.4,디젤,2024,경차,메르세데스-벤츠,169g/km
1304,8.9,9.5,9.2,9.6,9.4,8.9,6.8,10.4,가솔린,2017,경차,현대,171g/km
1306,9.3,9.6,8.6,9.6,9.3,9.4,9.5,17.1,가솔린,2021,경차,기아,88~94g/km
1307,9.1,9.8,8.4,9.1,9.2,9.5,8.7,12.3,디젤,2015,경차,BMW,162g/km
1310,9.2,9.2,8.6,9.4,9.1,9.8,9.4,21.1,가솔린,2023,경차,현대,74g/km
1312,8.6,9.3,8.4,8.2,9.6,9.3,7.0,10.2,가솔린,2020,경차,렉서스,170g/km
1313,7.9,9.8,8.9,6.2,7.7,9.2,5.7,10.2,가솔린,2020,경차,현대,159~167g/km
1314,8.8,9.4,8.1,8.8,9.1,9.5,8.2,5.8,가솔린,2016,경차,메르세데스-벤츠,306g/km
1316,8.2,8.9,7.6,8.7,8.2,8.8,6.9,,디젤,2024,경차,현대,
1317,9.2,9.6,9.5,8.5,10.0,9.5,7.9,8.9,가솔린,2018,경차,렉서스,193g/km
1318,9.0,9.3,8.9,9.5,9.1,9.4,8.0,11.7,가솔린,2021,경차,기아,140~144g/km
1319,8.9,9.7,7.7,8.9,8.9,9.6,9.2,5.6,전기,2023,대형/프리미엄,기아,
1320,8.2,7.7,7.8,9.0,8.2,9.1,7.2,12.7,가솔린,2022,경차,기아,127~131g/km
1322,8.6,9.3,8.4,8.2,9.6,9.3,7.0,10.2,가솔린,2014,경차,렉서스,174g/km
1323,9.0,10.0,10.0,8.0,8.0,10.0,8.0,7.6,가솔린,2024,경차,BMW,230g/km
1324,8.6,9.2,8.5,7.8,8.7,9.7,8.1,9.7,가솔린,2015,경차,메르세데스-벤츠,165g/km
1325,9.0,10.0,10.0,8.0,8.0,10.0,8.0,7.3,가솔린,2020,경차,BMW,237g/km
1326,9.3,9.8,8.8,9.3,9.5,9.4,9.1,12.2,디젤,2016,경차,BMW,157g/km
1328,8.7,8.9,7.7,9.2,8.8,9.6,7.9,12.0,가솔린,2024,경차,기아,136~139g/km
1333,8.7,9.3,8.1,9.2,8.4,9.5,7.9,13.7,디젤,2022,경차,기아,133~139g/km
1334,9.6,9.9,8.3,9.8,9.8,9.6,10.0,3.4,전기,2023,대형/프리미엄,BMW,
1335,9.4,9.6,8.1,9.1,9.8,9.7,9.8,14.0,가솔린,2022,경차,렉서스,114g/km
1336,8.7,9.6,7.7,8.0,8.7,9.9,8.1,9.0,가솔린,2021,경차,메르세데스-벤츠,194g/km
1338,8.7,9.3,7.8,8.6,8.9,9.6,8.2,12.4,디젤,2021,경차,메르세데스-벤츠,154g/km
1339,8.8,8.9,8.9,8.5,8.5,9.1,9.0,14.4,가솔린,2020,경차,기아,108~114g/km
1346,8.6,9.3,8.4,8.2,9.6,9.3,7.0,10.2,가솔린,2017,경차,렉서스,170g/km
1347,9.2,9.4,8.5,9.5,9.5,9.2,8.9,8.9,가솔린,2021,경차,렉서스,193g/km
1348,9.1,9.3,9.0,9.0,9.1,9.6,8.9,12.1,가솔린,2022,경차,기아,139g/km
1349,8.8,9.4,8.5,7.5,9.0,9.7,8.4,10.9,가솔린,2016,경차,BMW,161g/km
1350,8.9,9.7,7.9,8.2,9.3,9.9,8.6,8.3,가솔린,2016,경차,BMW,214g/km
1352,9.2,9.2,8.3,8.8,9.6,9.4,9.7,17.0,가솔린,2019,경차,렉서스,93g/km
1353,8.8,8.7,9.4,8.9,8.7,9.3,7.9,11.6,가솔린,2023,경차,르노코리아,140~146g/km
1354,8.7,9.3,7.8,8.6,8.9,9.6,8.2,12.7,디젤,2018,경차,메르세데스-벤츠,
1355,8.7,9.3,8.1,9.2,8.4,9.5,7.9,14.3,디젤,2020,경차,기아,133g/km
1356,8.7,9.9,8.0,8.8,9.4,9.4,7.0,8.3,가솔린,2021,경차,BMW,206g/km
1357,8.7,8.9,8.9,9.0,8.6,8.9,7.9,10.8,가솔린,2015,경차,현대,164g/km
1358,9.3,9.8,8.9,9.5,8.7,9.5,9.4,5.4,전기,2022,대형/프리미엄,테슬라,
1362,8.7,8.7,8.7,8.9,8.5,8.4,8.8,16.0,가솔린,2014,경차,기아,106g/km
1363,9.3,9.8,8.8,9.3,9.5,9.4,9.1,11.6,디젤,2021,경차,BMW,150g/km
1365,8.5,8.7,9.0,8.0,8.2,8.2,8.8,14.1,가솔린,2015,경차,현대,113~122g/km
1366,8.6,9.5,7.9,9.1,9.2,9.8,6.2,13.5,디젤,2022,경차,제네시스,141g/km
1367,7.9,9.1,9.0,7.2,8.2,9.2,5.0,9.9,가솔린,2015,경차,제네시스,177~180g/km
1369,9.2,9.4,8.5,9.5,9.5,9.2,8.9,12.8,가솔린,2018,경차,렉서스,129g/km
1371,8.7,8.9,7.7,9.2,8.8,9.6,7.9,12.0,가솔린,2023,경차,기아,133~139g/km
1372,8.8,9.7,7.6,9.0,8.9,8.6,9.3,6.2,전기,2024,대형/프리미엄,현대,
1373,8.5,8.5,9.1,8.7,8.6,8.0,8.2,14.9,디젤,2016,경차,기아,
1374,8.7,8.9,8.7,8.7,8.5,9.0,8.2,11.3,가솔린,2020,경차,현대,141~148g/km
1379,8.9,9.6,8.2,8.1,8.9,9.7,8.6,9.1,가솔린,2023,경차,메르세데스-벤츠,189g/km
1381,8.5,8.7,9.0,8.0,8.2,8.2,8.8,14.1,가솔린,2014,경차,현대,113g/km
1382,9.1,9.3,8.9,9.3,9.1,9.1,9.0,16.0,가솔린,2014,경차,현대,105g/km
1388,9.2,10.0,7.7,10.0,10.0,10.0,7.3,7.7,가솔린,2021,경차,렉서스,226g/km
1389,9.2,9.4,8.5,9.5,9.5,9.2,8.9,12.8,가솔린,2020,경차,렉서스,129g/km
1390,8.8,9.2,8.8,9.3,8.8,8.7,8.1,11.9,디젤,2014,경차,현대,168g/km
1391,9.0,10.0,10.0,8.0,8.0,10.0,8.0,7.6,가솔린,2020,경차,BMW,230g/km
1398,8.8,9.9,7.9,9.6,7.4,9.1,9.2,3.9,전기,2019,대형/프리미엄,테슬라,
1400,8.7,9.6,7.7,8.0,8.7,9.9,8.1,11.5,가솔린,2020,경차,메르세데스-벤츠,150g/km
1401,7.1,8.8,7.4,7.2,7.7,7.5,6.0,3.1,전기,2024,대형/프리미엄,기아,
1402,8.8,9.1,8.8,8.9,8.8,9.1,8.2,13.1,디젤,2016,경차,현대,143~151g/km
1403,9.1,9.8,8.5,8.6,9.4,9.7,8.7,11.0,가솔린,2021,경차,BMW,154g/km
1405,8.7,9.9,8.0,8.8,9.4,9.4,7.0,8.3,가솔린,2024,경차,BMW,206g/km
1408,9.3,9.4,8.9,9.5,9.1,9.4,9.4,16.2,가솔린,2020,경차,기아,97g/km
1409,8.8,9.6,7.9,9.4,9.6,9.1,7.3,8.0,가솔린,2014,경차,렉서스,226g/km
1417,8.6,9.3,8.4,8.2,9.6,9.3,7.0,10.2,가솔린,2016,경차,렉서스,170g/km
1418,8.3,9.1,8.8,8.1,8.1,8.8,6.7,12.8,가솔린,2015,경차,기아,
1419,9.0,9.5,8.6,8.3,9.2,9.4,8.6,11.0,가솔린,2022,경차,BMW,154g/km
1420,9.2,9.4,8.7,9.5,9.3,9.0,9.3,15.2,가솔린,2021,경차,현대,97~108g/km
1424,9.0,9.7,9.3,9.7,9.4,9.1,6.7,8.7,가솔린,2023,경차,기아,199g/km
1427,8.3,8.3,8.7,8.4,8.5,9.1,7.0,11.5,가솔린,2016,경차,기아,151~152g/km
1428,8.7,9.9,8.0,8.8,9.4,9.4,7.0,8.3,가솔린,2024,경차,BMW,206g/km
1429,8.8,10.0,9.1,9.4,10.0,9.9,4.4,7.6,가솔린,2014,경차,BMW,238g/km
1430,8.3,8.4,8.9,8.0,8.2,8.8,7.8,13.3,가솔린,2014,경차,기아,117~129g/km
1431,9.8,10.0,9.3,9.9,9.9,9.9,10.0,3.3,전기,2024,대형/프리미엄,BMW,
